Party,Handle,Tweet
Democrat,RepJoshG,"Life science companies and hospitals are among North Jersey’s largest employers, and I’m committed to do everything… https://t.co/xs27RouGAd"
Republican,RepDaveJoyce,Congratulations to Patrolman James Collier for being recognized as Mentor Officer of the Year and to Administrative… https://t.co/nZN7Ki0HNV
Democrat,RepCartwright,Join me tonight for a town hall in Palmerton:  https://t.co/caXe4hmUen
Democrat,RepJimCosta,"Today is #Vaisakhi, a day of celebration for our #Sikh friends, neighbors, classmates, &amp; colleagues. Join me in wis… https://t.co/Pz608MqdY2"
Democrat,repdavidscott,@ApartmentWire @RepCardenas @Newseum Thanks for having me. I enjoyed participating on today's #NMHCfall panel. https://t.co/MbUopm0II8
Democrat,RepRichardNeal,Heading to #Southbridge and #Charlton today. First stop: a visit to @FHCW’s expanded dental care facility.
Republican,RepKristiNoem,In case you missed it last week... the @usairforce announced Ellsworth is 1 of 3 reasonable alternatives for the up… https://t.co/5jqiZ3D9m6
Republican,HouseAppropsGOP,The Committee will continue to release and mark up FY19 bills next week - marking up the Energy and Water and Agric… https://t.co/65A86QUMNl
Democrat,RepKarenBass,"As Trump prepares to deliver the #SOTU tonight, we remember a year of immigration policy that has put nearly 800,00… https://t.co/yuYte656K2"
Republican,RepTomPrice,Just announced: Budget Committee hearing on “Growing Risks to the Budget and the Economy” Weds 9/14 @ 10am https://t.co/y7WkEjSy28
Republican,VernBuchanan,Horrific. Thoughts and prayers with the people of Barcelona. https://t.co/eVaegY4BMW
Republican,cathymcmorris,"My advice to other women who wish to serve-- be courageous, speak up, and don’t be afraid to take a risk. https://t.co/2QgkmAc9Uu"
Democrat,RepLujanGrisham,.@ABQcity revamped Civic Plaza just in time to celebrate for #EarthDay! Come check out all of the new family friend… https://t.co/IkO5k2Tmcd
Republican,RepChrisSmith,Happy #Thanksgiving to all #NJ04 families! Wishing everyone a safe &amp; happy holiday this year. https://t.co/8PnP0V79Dh
Republican,HouseSmallBiz,This #TaxDay marks the end of an era—an era of high taxes &amp; a complicated tax code that has burdened #smallbiz owne… https://t.co/Klae1DUGds
Republican,TGowdySC,"RT @AmericaNewsroom: ""All things criminal or quasi-criminal: that is the Special Counsel. That is not Congress."" - @TGowdySC"
Republican,HouseAdmnGOP,"134 years ago today, Susan B. Anthony appeared before the @HouseJudiciary Committee to argue for an amendment to th… https://t.co/KKuCjE75Mv"
Republican,RepJoeBarton,"RT @DougBlackAB: Had a great meeting with @RepJoeBarton of Texas, Vice Chairman of the Energy and Commerce Committee #cdnpoli #abpoli #SenC…"
Republican,AustinScottGA08,"April is Month of the Military Child, a time to recognize the sacrifices our military families - and especially our… https://t.co/9VL2QSUF94"
Democrat,RepAndreCarson,Need assistance with a federal agency? My staff will be holding office  hours in your neighborhood today! Stop by t… https://t.co/EaHJo6h7Ud
Republican,RepGusBilirakis,It was great to kick off  Coffee with Your Congressman town hall series at Edgewater Arms Condos in Dunedin this pa… https://t.co/JqhDRvdDLD
Republican,GOPoversight,RT @RepMarkMeadows: The level of improper payments that our government authorizes is staggering. @GOPoversight is holding a hearing today t…
Democrat,louiseslaughter,"If #PresidentTrump wanted to see our nation’s military might up-close, maybe he shouldn’t have sought five defermen… https://t.co/iBBn7m7SoJ"
Democrat,RepEspaillat,"RT @NydiaVelazquez: Don't forget - join me, @RepJeffries @RepEspaillat @LegalAidNYC @theNYHC @CSSNYorg  TODAY - at noon on City Hall steps…"
Democrat,RepMcEachin,Happy #MothersDay! https://t.co/OZ5P7dLBrg
Republican,RepTomReed,"I look forward to continuing bipartisan work with the #ProblemSolversCaucus and my friend, @RepJoshG. Thank you to… https://t.co/Ee1JmAcTFF"
Republican,DrPhilRoe,"Because of #taxreform, more money is going back into the pockets of Tennesseans. Read more at… https://t.co/cSZFPyGY9u"
Republican,RepBillFlores,"This Saturday, 4/28, is #DEATakeBack Day. I encourage you to visit https://t.co/5XCV7xDLSL to find the nearest coll… https://t.co/zuy96Z2673"
Republican,RepLaHood,My #Illinois @HouseGOP colleagues and I again urge @SenatorDurbin @SenDuckworth to re-open the government immediate… https://t.co/Fx13W3QGhi
Republican,RepFredUpton,"Will always be grateful for @SpeakerRyan's friendship, positive leadership, &amp; work on landmark 21st Century Cures i… https://t.co/xyWqFz3o6e"
Republican,RepRyanCostello,RT @LWCFCOALITION: Thank you @RepRyanCostello for your support of #LWCF! https://t.co/9VmDltwvjz
Democrat,jahimes,7) We need smarter laws to protect us and keep us safe. We need laws that make it harder to buy and use weapons who… https://t.co/7Qdt4Gt4Q3
Republican,JimPressOffice,"The #TaxCutsAndJobsAct is a win for hardworking Americans.  Updating the tax code will produce better jobs, fairer… https://t.co/vPm1GoZXLY"
Democrat,PeterWelch,".@TheJusticeDept should reject the merger of @WeAreSinclair and @tribunemedia. If it fails to do so, one media cong… https://t.co/hjWam4te1U"
Republican,RepDLamborn,The federal government should uphold federal law. That is exactly what Attorney General Sessions’ revision of the C… https://t.co/CVy5pg5bjg
Democrat,TulsiPress,"Each year, our office helps hundreds of #Hawaii families get assistance with federal agencies like the VA, Social S… https://t.co/RhqRXGtsgi"
Democrat,RepRaskin,"RT @NETWORKLobby: “It boggles the mind that the SNAP program is under attack... for me, the value at stake cuts across every faith traditio…"
Democrat,RepSteveIsrael,"RT @FolcsNYU: Happy belated pub date to BIG GUNS! 
Join us on 6/18 for a Conversation on political satire with @RepSteveIsrael and Chris Bu…"
Republican,virginiafoxx,Great to see Dr. Blumstein from @wakehealth in DC today. We talked about issues important to the emergency physicia… https://t.co/856BjeWGeC
Republican,RepDavidValadao,"With my support, the House just voted 356–70 to give our troops the pay raise they deserve! https://t.co/nInB3b8ETx"
Democrat,RepBrendanBoyle,If true that Cohen traveled to Prague to meet with Putin confidant then it is concrete evidence of collusion https://t.co/piyKWUrO7W
Republican,HouseSmallBiz,RT @CongPalazzo: This week is National #SmallBusinessWeek and we are celebrating America's job creators. #DYK America's 29 million small bu…
Republican,RepMikeCoffman,Good meeting today with @ColoradoSALC. We discussed ways to improve @USPS services for #CO residents. https://t.co/6kh3UMBWNx
Democrat,EleanorNorton,Students around the country are hosting town halls with their Members of Congress to ensure the country follows up… https://t.co/Ec8ic4gS0Z
Democrat,RepBRochester,"Students in Delaware and across the country, without exception, deserve protections under law. #SNDA spells out tha… https://t.co/GOJOaAcKqI"
Democrat,RepHankJohnson,"Right now, you can still apply to renew your DACA. If you meet the requirements to apply for DACA renewal, you shou… https://t.co/Ua9tDeVi1C"
Republican,RepLaHood,Speaking with @KHQA and @wics_abc20 for this week’s #ConnectToCongress interview https://t.co/r6cY0hlCMN
Republican,RepGallagher,"Alaina Archambault is one impressive 11 year old. Just last year, her advocacy for Lymphedema research and educatio… https://t.co/BScHGVx589"
Republican,RepChuck,"PASSED: With a vote of 227-203, the House #passed the Conference Report to Accompany H.R.1, the #TaxCutsandJobsAct.… https://t.co/6e6snMwoTD"
Democrat,repcleaver,Congratulations to @ConorLambPA on the hard-fought and well-deserved victory last night. Another race that proves e… https://t.co/ihnuLSVv2V
Democrat,AlanGrayson,I find my courage from your support. Thank you. https://t.co/ePel7DuK5e
Republican,RepChrisCollins,"RT @DaveGreber4: Ahead on #News4 at 6:30, @RepChrisCollins will join us live on set to talk about the release of the #declassified #memo. S…"
Democrat,RepJohnLarson,"In recognition of #NationalInfrastructureWeek, we need to focus on how we can re-invest in our bridges, airports, r… https://t.co/emwvqOEKaV"
Republican,RepNewhouse,"RT @RulesReps: HAPPENING NOW: Chairman @PeteSessions is on the @HouseFloor managing the rule for H.R. 1, the Tax Cuts and Jobs Act. Watch L…"
Democrat,repjohnlewis,"The Democrat women wearing white last night looked so good, almost royal. They were sitting with dignity. #goodtrouble"
Democrat,RepKClark,Friend goals ⚾️ #RedSoxNation #Mapoli @davidortiz https://t.co/Y017X2peGI
Democrat,keithellison,RT @Jacob_Frey: Took the show on the road to Lowry Hill neighborhood tonight to talk about my affordable housing agenda -- and why we need…
Republican,RepMiaLove,"In a nation that’s increasingly divided, I’m proud to represent Utah, a state that serves as an example of what we… https://t.co/6OE3J0KoVw"
Democrat,RepLawrence,"A special congratulations to one of #Michigan’s own for winning the #BostonMarathon2018, AND for making history as… https://t.co/w0t1rbBjBZ"
Republican,RepGusBilirakis,"@ermizmo1 I'm continuing to work on this.  It is a high priority to me.  While I'll push in Congress, I also believ… https://t.co/E5P8B7XL5z"
Democrat,RepKathleenRice,"In the face of constant cyberthreats, Members of Congress have a responsibility to protect the integrity of the systems we use every day."
Republican,RepBrianMast,"Joel Starkey from Jensen Beach is truly an inspiring young man—he is blind from birth, but that has not stopped him… https://t.co/LSMTnV6lxT"
Republican,RepPaulCook,Hiking in AZ with my son and his family! I'm thankful for my family and friends. https://t.co/6xISkhqTGO
Republican,CongressmanDan,"Here is a great article on safe driving in winter weather!
http://t.co/0TaioqMp4r"
Republican,RepPeteOlson,Honored to attend the Pearland National Day of Prayer Breakfast this morning. Today &amp; every day we pray for America… https://t.co/cq4vsusAvm
Republican,RepLaMalfa,"DYK: 99% of all U.S. businesses are small businesses? Thanks to #TaxReform, small businesses across the country hav… https://t.co/ERfo6TWn5o"
Republican,RepHalRogers,"RT @TaylorWYMT: NASA Administrator, Robert Lightfoot, speaking at Morehead about the advancements in the aerospace industry. https://t.co/U…"
Republican,RodneyDavis,Joining @dcexaminer to discuss the importance of passing a #farmbill. Good to be here w/ my colleagues @RepHartzler… https://t.co/5iKn8W4zOT
Democrat,RepRubenGallego,"RT @jonathanweisman: Do you think a Democrat Congress might, say, hold a hearing about this? https://t.co/yvbz6PtRMF"
Democrat,RepOHalleran,"As a former police officer, I saw how impactful community policing was on both the areas we patrolled &amp; the officer… https://t.co/FlY1hDEuOl"
Republican,SpeakerRyan,RT @ShopFloorNAM: Great report from @CNBC on the impact that the tax law is already having on small manufacturers. #ItsWorking. https://t.c…
Republican,RepLarryBucshon,Southwest Indiana is a diverse and unique place. I truly enjoy meeting and discussing local issues all across the d… https://t.co/pZiu2am4lc
Republican,RepHartzler,Had a great meeting with community leaders in Clinton this morning to come up with ways to address the… https://t.co/7AQprxtM5r
Democrat,RepBrendanBoyle,"RT @votevets: ""Trump is ours!"" - Prominent Russian journalist Olga Skabeeva https://t.co/fENw3LQA9B"
Democrat,RepKihuen,"Wonderful morning worshipping at First A.M.E. Church and celebrating their 52nd anniversary. Thank you, Pastor Will… https://t.co/ewcP7sxz9T"
Democrat,NormaJTorres,Mr. Mark Schulte has taught for over 33 years and currently teaches government at Summit High School in Fontana. Th… https://t.co/HFNQ22JLVN
Democrat,JoaquinCastrotx,Indonesia is the largest economy in Southeast Asia and a vital buyer of Texan goods and services. I discussed the i… https://t.co/Vc02t7K88j
Democrat,RepCummings,"RT @SenateDems: Last week, @RepCummings wrote @TGowdySC calling for the House to investigate the Trump White House security clearance proce…"
Democrat,RepJoeCourtney,The grant and the new rails unloaded today will replace 19 miles of older rail with new rail with the capacity to h… https://t.co/7FgaGlEi5f
Democrat,JuliaBrownley26,My full statement here: https://t.co/wemlcUDh59
Republican,RepTomMacArthur,I’m saddened to learn of the passing of Reverend Bill Graham. Rev. Graham touched millions of people by spreading C… https://t.co/TMO7E3GOXZ
Democrat,janschakowsky,"This year, #EarthDay should be a moment of reckoning for people in the United States and around the world. Our envi… https://t.co/CenptoEbl5"
Democrat,RepRaulGrijalva,Marching at the Tucson #MarchForOurLives https://t.co/46R6KXYb1t
Republican,RepFrankLucas,LIVE: We are now discussing a bill I introduced to improve objectivity &amp; transparency of the science behind gov reg… https://t.co/stD4iHWImW
Republican,RepDougCollins,"I'm from a state that's home to about 50,000 songwriters, and it's a pleasure to work to update the music licensing… https://t.co/iyXY3kYdV6"
